категория категорија
подобни слично
подобни сличен
подобни слична
подобни слични
нейната нејзин
нейната нејзина
нейната нејзино
последно последно
последно последни
последно последен
последно последна
последно последниот
положение статус
положение позиција
положение положба
положение ситуација
лесно лесно
лесно лесни
лесно лесен
лесно лесна
отряд одред
селата села
твърди тврдења
твърди претензии
твърди тврди
ловеч ловеч
науки науки
стойност вредност
управлява тече
управлява успева
кратко кратки
кратко кратко
кратко кратка
кратко краток
кратко кус
игра игра
игра пушти
игра играј
игра свири
свързва поврзува
локомотив локомотива
локомотив локомотивата
блок блокирај
блок блок
инструменти инструменти
инструменти алатки
инструменти алати
инструменти алат
средна среден
средна медиум
средна средно
подобно слично
подобно сличен
подобно слична
подобно слични
къща куќа
къща хаус
поддържа одржува
поддържа поддржува
обучение обука
обучение тренинг
обучение образование
обучение едукација
обучение прирачник
плевен плевен
канал канал
всяко секоја
всяко секое
всяко секој
наука науката
наука наука
наука науки
факултет факултет
факултет faculty
кмет градоначалникот
кмет градоначалник
основен основно
основен основни
основен башиќ
основен основна
основен основен
основен основните
пари пари
том tom
том том
семейства семејствата
семейства фамилии
семейства семејства
зависимост зависност
зависимост зависности
рота компанија
майор мајорот
майор мајор
такава вакви
такава таквите
такава такви
такава таков
такава таква
относно околу
относно за
бан забрани
бан забрана
бан бан
изтриване бришење
изтриване избриши
научни научни
научни научен
научни научно
композитор композитор
йордан jordan
йордан јордан
йордан џордан
космос космос
космос простор
космос вселена
космос просторот
определени дефинирано
определени дефинирана
определени дефиниран
определени дефинирани
определени определен
определени решен
определени одлучен
определени одлучно
определени одлучни
определени одлучна
структура структура
манастира манастир
рано рано
рано ран
действие дејство
действие акција
гео гео
николов николов
николов nikolov
скопие скопје
икономически економски
икономически економско
икономически економска
португалия португалија
дейвид дејвид
дейвид david
дейвид давид
градски урбан
градски урбана
градски урбано
градски урбани
национално национални
национално национална
национално национален
национално национално
счита смета
кръст крос
кръст крстот
кръст крст
комплекс комплекс
комплекс комплексен
дунав дунав
предишна претходен
предишна претходно
предишна претходна
предишна претходни
издадена издаден
издадена издадена
издадена издадени
издадена издадено
съвета совет
христов христов
полета полиња
полета лет
чест чест
чест честа
час чес
час час
гори изгореници
гори барнс
гори изгореница
гори гори
гори изгори
гори шуми
гори изгорени
гори снимање
гори горење
майкъл михаел
майкъл мајкл
майкъл михаил
майкъл michael
индонезия индонезиски
индонезия индонезија
съоръжения објекти
съоръжения капацитети
съоръжения установи
построен изграден
построен изградена
построен изградени
построен изградено
рядко ретко
рядко ретки
рядко реткост
рядко редок
рядко ретка
петко петко
търговски комерцијално
търговски комерцијален
търговски реклама
търговски комерцијални
търговски комерцијална
комисия провизија
комисия комисија
комисия комитет
комисия комитетот
планински планинска
планински планински
планински планина
тяхната нивната
тяхната нивните
тяхната нивното
тяхната нивна
тяхната нивно
тяхната нивни
християни христијани
учени стручњаци
учени научници
учени научниците
израел израел
корея кореа
корея кореја
единица единица
чета читај
чета читам
чета читање
чета читајте
чета прочитај
чета прочитајте
чета четиво
чета читањето
въпроси прашања
изпълнение спроведување
изпълнение имплементација
изпълнение изведба
изпълнение перформанс
изпълнение перформанси
изпълнение настап
изпълнение извршување
изпълнение извршувањето
изпълнение егзекуција
изпълнение погубување
минава минува
минава поминува
минава помине
минава пропусници
флот морнарица
флот флота
предполага предлага
предполага сугерира
герои јунаци
герои херои
герои ликови
герои карактери
герои знаци
официална официјално
официална службен
официална службено
официална официјална
официална формално
официална формални
официална формална
официална формален
компании претпријатија
компании компании
възпитаници апсолвент
възпитаници алумни
мир спокој
мир мир
певица пејачка
певица пеач
певица пејач
певица сингер
растения билки
растения растенија
растения централи
описва опишувајќи
описва опишува
творчество креативност
творчество креативноста
продуцент продуцент
продуцент производител
принц принцот
принц принц
стена ѕид
разкази приказни
разкази раскази
загуби губење
загуби губиток
загуби загуба
загуби загуби
загуби изгубено
загуби изгубени
загуби изгубена
загуби изгубен
смисъл значење
дълбочина длабочина
мадрид мадрид
фронт преден
фронт предни
фронт предна
фронт фронт
фронт напред
изследване истражување
изследване анкета
изследване изучување
изследване студијата
изследване проучување
изследване студија
изследване истражувања
изследване експлоатација
организира организира
употреба употреба
употреба користење
употреба искористи
употреба користи
благоевград благоевград
национални национални
национални национална
национални национален
национални национално
продукти продукт
продукти производ
продукти производи
продукти продукти
министерството министерство
кой кои
кой кој
техника техника
стари старо
стари стари
стари стар
стари стара
тема тема
албания албанија
изкуството уметност
изкуството арт
изкуството уметничко
изкуството уметноста
добро добра
добро добро
добро добар
подкрепа поддржување
подкрепа подршка
подкрепа поддршка
подкрепа support
активно активни
активно активно
активно активна
активно активен
едновременно истовремени
едновременно симултано
едновременно истовремено
изключение исклучок
реките реки
реките риверс
реките реките
снимки pics
снимки фотографии
снимки слики
автори авторите
автори автори
братя браќа
асен асен
видео video
видео видео
успешно успешните
успешно успешни
успешно успешно
успешно успешна
успешно успешен
тяло тело
метъл метал
вмро вмро
интерес камата
интерес интерес
интерес интереси
интерес камати
коста коста
шаблони обрасци
операция операција
операция операцијата
операция хирургија
изпраща праќа
изпраща испраќа
трета трета
трета трет
трета трето
трета трети
трета третиот
томас томас
томас тома
томас thomas
срещи датуми
срещи дати
срещи состаноци
срещи запознавање
едуард едвард
основна главни
основна главен
основна главна
основна главното
основна основно
основна основни
основна башиќ
основна основна
основна основен
основна основните
програмата програм
програмата програма
материал материјална
материал материјал
възстановяване надомест
възстановяване врати
възстановяване обнови
възстановяване враќање
възстановяване поврати
възстановяване реставрацијата
възстановяване реставрација
възстановяване заздравување
възстановяване закрепнување
причини причини
причини предизвикува
кралица queen
кралица кралица
хил брдо
хил ридот
хил hill
хил хил
хил рид
ирландия ирска
висок високиот
висок висок
висок висока
висок хај
висок високо
висок high
крепост упориште
крепост тврдина
размери димензии
размери величини
размери големини
размери големина
философия филозофија
обратно грб
обратно назад
сцена сцена
сцена бина
сцена етапа
сцена фаза
изглед погледи
изглед ставови
изглед прегледи
изглед прикази
изглед поглед
звезда ѕвезден
звезда ѕвезда
звезда ѕвездички
провинции покраини
провинции провинции
училища школи
училища училишта
атина атина
атина aтина
атина атена
лично лично
лично личен
лично личното
лично лична
вижда гледа
участник учесник
участник натпреварувач
седем седум
седем seven
седем седма
общност заедница
използване употреба
използване користење
използване искористи
използване користи
проблем проблем
проблем неволја
проблем проблеми
технически технички
технически техничко
полковник полковник
лица личности
лица лица
характер карактер
характер личност
характер лик
характер знак
габрово габрово
пропаганда пропаганда
цезар цезар
цезар цезаре
словения словенија
труд работа
труд дело
труд работно
труд труд
труд работнички
труд трудот
наследство наследство
залив заливот
залив залив
залив беј
общ обичен
общ заедничка
общ заеднички
общ вообичаено
общ општо
общ вкупно
общ вкупен
общ тотал
общ вкупна
международен international
международен меѓународна
международен интернационална
международен меѓународни
международен меѓународен
ангел ангел
ангел angel
знаме знаме
знаме банер
знаме транспарент
митология митологија
главата главата
главата глава
федерация комонвелтот
федерация федерација
федерация федерацијата
методий методиј
бели бело
бели бели
бели бел
бели бела
бели вајт
настоящ актуелни
настоящ тековната
настоящ моментална
настоящ сегашна
настоящ тековна
режим режим
попов попов
дълги лонг
дълги долги
дълги долго
дълги долга
обществото општество
нейните нејзин
нейните нејзина
нейните нејзино
революционна револуционерна
революционна револуционер
революционна револуционерен
революционна револуционерно
кипър кипар
легенда легенда
източно исток
източно источна
източно источни
източно источно
източно источен
сити град
сити градско
сити градот
сити градски
любов љубов
любов љубовта
спартак спартак
одрински одринска
методи методи
галерия галерија
камък камени
камък камен
камък стон
камък рок
камък карпа
църкви цркви
древен древни
древен древно
древен античка
древен древна
древен антички
блокиране блокирање
блокиране блокирај
блокиране блок
народни фолк
народни народен
народни народна
народни народните
народни народни
мюнхен минхен
квартал кварт
квартал соседство
квартал маало
квартал населба
конго конго
открито планинарска
открито надворешно
открито отворено
защитата одбрана
лекар лекар
лекар доктор
лекар докторка
крепостта тврдина
емил емил
женен женет
женен омажена
женен мажена
женен венчани
женен оженет
играта игра
промяна промени
промяна промена
промяна смени
промяна измени
собственост сопственост
собственост поседуваше
собственост поседувал
собственост имот
собственост сопственоста
собственост сопствеништво
помага помагаат
помага помага
хенри анри
хенри хенри
етнография етнографија
кампания кампанија
кампания кампања
жените жени
жените женски
жените жените
специални посебно
специални специјален
специални специјално
специални специјални
специални посебна
специални специјална
наистина навистина
наистина стварно
независимост независност
независимост независноста
транспорт транспорт
транспорт превоз
транспорт транспортер
транспорт транспортирање
правила правила
ван van
ван комби
ван ван
ван комбе
линии линии
омъжена женет
омъжена омажена
омъжена мажена
омъжена венчани
омъжена оженет
трудно тешко
трудно тврд
трудно силно
трудно јако
трудно тежок
трудно тешка
трудно тешки
номинация номинација
тяхното нивната
тяхното нивните
тяхното нивното
тяхното нивна
тяхното нивно
тяхното нивни
изглежда изгледа
шумен шумен
шумен гласна
шумен гласно
шумен гласен
шумен бучен
шумен бучно
корпус трупот
корпус corpus
корпус корпус
корпус кор
участък дивизија
участък поделба
конгрес конгресот
конгрес конгрес
конгрес конвенција
лице соочи
лице свртено
лице лице
страницата страница
страницата страницата
художници сликари
художници уметници
художници артисти
машини машинерија
машини машини
оръжие оружје
оръжие оружја
оръжие пушка
оръжие пиштол
нидерландия холандија
знае знае
паша паша
паша пасење
основана основана
основана основани
основана основано
основана основан
схема шема
гара станица
наречена повика
размер големина
малките младенчиња
споменава спомнува
споменава споменува
количество сума
количество износ
количество количество
количество количина
брега брег
брега брегот
снимка слика
снимка фотографија
снимка фотографијата
снимка фото
басейн басен
басейн билјард
басейн базен
бас бас
бял бело
бял бели
бял бел
бял бела
бял вајт
оръдия топови
оръдия топ
оръдия топот
етнически етнички
етнически етничка
етнически етничко
притежава поседува
виктор виктор
министерство министерство
освобождението ослободителната
дърво дрво
дърво дрва
дърво стебло
граждани граѓани
граждани граѓаните
граждани државјани
върха top
върха топ
върха врвот
поредица серија
поредица серии
поредица низа
поредица секвенца
членовете членки
членовете членовите
членовете членови
фаза фаза
високи високиот
високи висок
високи висока
високи хај
високи високо
високи high
документи хартии
документи документи
документи трудови
документи весници
храна храна
храна оброк
храна јадење
имената имиња
вашингтон вашингтон
глобус глобус
хан хан
хан кан
използвана искористен
използвана користени
използвана користена
използвана искористена
използвана користен
босна босна
библиография библиографија
бригада бригада
важни важна
важни битно
важни важно
важни битен
важни важни
графство жупанија
графство округот
графство округ
изследователи истражувачи
цяла цела
цяла целина
неща работи
неща нешта
езера езера
андрей андреј
принцип начело
принцип принцип
проекти проекти
медицина медицина
медицина лек
иран иран
участници учеснички
участници учесници
участници присутни
участници присутните
приятел другарка
приятел пријател
войска трупи
войска војници
наследник наследник
наследник наследничка
наследник наследникот
белград белград
белград белградски
поезия поезијата
поезия поетски
поезия поезија
бяла бело
бяла бели
бяла бел
бяла бела
бяла вајт
функции функција
функции функции
герб герб
герб грб
племена племиња
руска руска
руска руски
руска руско
журналист новинарка
журналист новинар
дворец палас
дворец дворец
дворец палата
географски географски
норвегия норвешка
лос елк
лос лос
лос мус
виетнам виетнам
зала сала
арабски арап
арабски арапски
арабски арапска
пътища патишта
пътища правци
пътища патеки
латински латинска
латински латино
латински латиница
латински латински
мост мост
активност дејност
активност активност
активност активности
лейтенант поручник
западно запад
западно западно
западно вест
епизод епизода
деление дивизија
деление поделба
есента есента
есента наесен
есента есен
есента паѓање
есента пад
есента падот
есента падне
западните вестерн
западните западни
западните западна
революционери револуционери
перу перу
фестивал фестивал
управител менаџер
управител управител
управител гувернер
управител гувернерот
северен северен
северен северна
важна важна
важна битно
важна важно
важна битен
важна важни
пилот пилот
пилот пилотот
играят свирење
играят играње
играят свири
двигател моторот
двигател мотор
двигател моторни
двигател моторно
населени населено
населени населен
населени населени
музиканти музичари
бизнес бизнис
орган авторитет
орган власт
орган овластувања
орган управа
орган орган
орган органи
постоянно постојано
постоянно константно
убити убиена
убити убиени
убити убивани
убити убиен
убити убиено
убити уби
интервю интервју
петков петков
избрана одбрани
избрана избрани
избрана избран
избрана избрано
избрана избрана
избрана одбрано
антон антон
стар старо
стар стари
стар стар
стар стара
пролетта пролет
пролетта пролетни
планини планини
сравнение споредба
сравнение спореди
сравнение споредете
сравнение споредуваат
бира пиво
художествена уметнички
художествена уметничко
позиции положби
позиции позиции
позиции предмети
позиции ставки
сътрудничество соработка
щаб седиштето
щаб штабови
щаб штаб
ръка арм
ръка рака
ръка дланка
симеон симеон
ричард ришар
ричард ричард
турци турците
турци турци
песните песни
сливен сливен
защитава заштитува
защитава штити
текстове текстови
текстове стихови
седмици недели
седмици седмици
изградена изграден
изградена изградена
изградена изградени
изградена изградено
дадена дадена
дадена дадени
дадена дадено
дадена даден
драма драмски
драма драма
архитектура архитектурата
архитектура архитектура
владетел владетел
христос христос
христос христа
власти властите
власти власти
указ декрет
указ декретот
повод прилика
повод пригода
хесен hessen
годишен годишен
годишен годишна
тегло тежина
старши виш
старши високи
старши пензионерски
старши матурант
старши постар
японски јапонско
японски јапонска
японски јапонски
тома тома
тома томо
тома томас
тома thomas
местни локален
местни локално
местни локални
местни локална
местни мештаните
местни мајчин
местни родно
внимание внимание
глас гласот
глас глас
погребан погребан
погребан закопана
погребан закопани
погребан закопано
погребан закопан
луис lewis
луис луис
луис луј
учен научникот
учен научник
оскар оскар
крайбрежие крајбрежје
крайбрежие брег
крайбрежие обала
певец пејачка
певец пеач
певец пејач
певец сингер
наса наса
наса nasa
търговия стопанство
търговия стопанската
търговия тргување
търговия трговија
кара кара
кара вози
турците турците
турците турци
дания данска
елемент елемент
елемент предмет
елемент ставка
елемент компонента
елемент елементот
дебют деби
програми програми
конфликт конфликт
запазени задржани
запазени резервирано
запазени резервирани
запазени резервирана
запазени резервиран
запазени зачувана
запазени сочувана
запазени сочувани
георг георг
преподава предава
мнение мислење
мнение коментари
мнение мислења
осем eight
осем осуммина
осем осум
югоизточна југоисточен
югоизточна југоисточно
югоизточна југоисток
югоизточна југоисточна
метод методот
метод метод
метод метода
династията династијата
династията династија
институции институции
резултати резултати
петербург петербург
петербург петерсбург
фердинанд фердинанд
къщата куќа
къщата хаус
празник празнична
празник празнично
празник празник
празник гозба
празник прослава
празник прославата
княжество кнежевство
империята царство
империята империја
устройство уред
устройство направа
квинт квинт
консули конзули
символ симбол
прекарва троши
отдел оддел
фауна фауна
млади младите
млади млад
млади јанг
млади young
млади млади
млади млада
открита откриени
открита откриено
открита откриена
свобода слободата
свобода слобода
свобода либерти
краля крал
краля кинг
краля кралот
изпратен испратени
изпратен испрати
изпратен испратено
изпратен испратена
изпратен пратен
изпратен испратен
градовете градови
представляват представува
представляват застапува
представляват претставуваат
евро еур
евро евра
евро еврото
евро euro
евро еуро
евро евро
сирия syria
сирия сирија
обновяване модернизација
обновяване надградба
обновяване ажурирање
обновяване освежи
обновяване освежување
обновяване обновување
обновяване обнова
дял поделба
дял рез
дял исечи
дял сечи
дял сподели
дял титула
дял наслов
самолети авиони
самолети летала
самолети авионски
самолети авионите
никой никој
издания изданија
значимост релевантност
значимост важност
значимост значење
физика физика
обхваща навлаки
обхваща покрива
големина големина
историк историчар
парламент парламентот
парламент парламент
философ филозоф
каза рече
каза рекол
обявен прогласи
обявен прогласена
обявен прогласен
обявен најави
обявен најавена
асоциация здружение
асоциация асоцијација
музикант музичар
сейнт светец
сейнт свети
сейнт сеинт
сейнт света
такова вакви
такова таквите
такова такви
такова таков
такова таква
танзания танзанија
памет спомен
памет меморија
памет сеќавање
музикален музички
музикален музичка
музикален мјузикл
музикален музичко
археологически археолошки
археологически археолошко
култури посевите
култури посеви
култури култури
култури културите
пазар пазар
пазар шопинг
пазар купување
пазар маркет
уеб web
уеб веб
уеб пајажина
тайланд тајланд
работил работел
работил работев
работил работеше
работил функционираше
работил работено
религия религија
веднъж еднаш
поход поход
хърватия хрватска
банка банка
експедиция експедицијата
експедиция експедиција
херцеговина херцеговина
станция станица
достъп пристапот
достъп пристап
малайзия малезија
родителите родители
родителите родителите
екзархия егзархија
въоръжени вооружена
въоръжени наоружан
въоръжени вооружени
въоръжени вооружен
народи народите
народи народи
народи нациите
народи нации
бавария баварија
идея замисла
идея поим
идея идеја
идея идеа
мисия мисија
мисия мисијата
постига постигнува
постига остварува
постига постигне
гражданство националност
гражданство државјанство
подготовка подготовка
подготовка подготовки
подготовка припрема
подготовка подготвуваат
подготовка подготвувам
подготовка подготовките
публий публиј
категории категории
народ народ
народ луѓе
политиката политика
отговор одговори
отговор одговор
технологии технологиите
технологии технологии
технологии технологија
времена пати
общи генерички
общи општ
общи обичен
общи заедничка
общи заеднички
общи вообичаено
общи општо
общи општи
общи општа
общи генерал
досега претходно
вещества супстанци
вещества супстанции
основател основач
поведение однесување
поведение став
енциклопедия енциклопедија
знак потпишете
знак знак
функция функција
преподавател предавач
етап фаза
етап бина
етап етапа
тодоров тодоров
приет прифатен
приет прифатена
приет прифатено
приет прифатени
приет посвоен
приет усвоена
приет усвоени
приет усвои
приет посвоена
приет усвоено
приет примена
офицери офицери
офицери полицајци
ранен повреден
ранен повредени
ранен ранет
ранен ранети
ранен ранета
десет десетмина
десет ten
десет десетка
десет десет
института институт
писмо писмо
писмо буква
склонове падини
състезания натпреварувања
състезания натпревари
състезания трки
състезания раси
състезания тркачки
състезания тркање
характеристики карактеристики
зимата зима
загуба губење
загуба губиток
загуба загуба
певци пеачи
певци пејачи
домакинства домаќинствата
домакинства домаќинства
кула кула
кула кулата
видин видин
формат формат
формат форматирање
анализ анализи
анализ анализа
тим тим
събира прибира
събира собира
културно културни
културно културен
културно културно
културно културна
културно културолошки
науките науки
излъчване емитувана
излъчване емитување
излъчване радиодифузија
осигурява пружа
осигурява обезбедува
светлина светлината
светлина светол
светлина светло
светлина светлина
светлина светлост
светлина ламба
светлина лампа
светлина ламбата
залива заливот
залива залив
допълнителни дополнително
допълнителни дополнителни
допълнителни дополнителна
допълнителни додатни
допълнителни дополнителен
допълнителни екстра
фамилия презимето
фамилия презиме
органи властите
органи власти
органи органите
органи органи
повърхността површина
повърхността површината
обществени јавно
обществени јавни
обществени јавен
обществени јавна
обществени јавност
обществени public
стопанство фармата
стопанство фарма
стопанство држење
стопанство холдинг
уефа уефа
юлий џулиус
юлий јулие
червен црвен
червен црвена
червен црвено
червен црвени
затвор затворање
затвор затвор
пристига пристигнуваат
пристига пристигнува
пристига пристига
хасково хасково
важно важна
важно битно
важно важно
важно битен
важно важни
намалява намалува
армения ерменија
поети поетите
поети поети
единици единици
теми теми
теми темите
теми субјекти
теми субјектите
теми поданици
лидер лидер
лидер водач
търси пребарување
търси барај
търси барајте
хилядолетие милениум
сериозно сериозен
сериозно сериозна
сериозно озбилно
сериозно сериозно
включени вклучени
включени вклучено
произвежда произведува
улица улични
улица улица
улица уличен
холандия холандија
министри министри
министри министрите
арестуван апсење
арестуван уапсен
арестуван уапсени
арестуван уапсена
седмица недела
седмица седмица
изкуства уметност
изкуства уметности
анджелис анџелес
свободен слободни
свободен бесплатно
свободен слободно
свободен слободна
свободен слободен
вокали вокал
адолф адолф
свързана поврзани
свързана поврзано
свързана поврзан
свещеник свештеник
свещеник свештеникот
гласуване гласање
гласуване гласајте
гласуване гласај
дядо дедо
дядо дедото
дядо прадедо
природата природа
природата природата
виктория викторија
идеи идеи
речник речникот
речник речник
речник вокабулар
партньор партнер
партньор партнерка
турнири турнири
полза корист
йосиф јосиф
йосиф џозеф
йосиф јозеф
признава признава
атака напад
атака атак
мъжка машко
мъжка машки
бежанци бегалци
чужбина прекуокеански
чужбина странство
ляв лево
ляв лева
ляв левица
класа клас
класа класа
създадени создадено
създадени создадени
създадени креирано
създадени создадена
създадени создаден
финал final
финал финална
финал конечен
финал конечна
финал финале
чин брадата
чин брада
чин муцка
изборите избори
нощта вечер
нощта нок
нощта ноќ
нощта night
ресурси ресурсот
ресурси ресурс
ресурси ресурси
ресурси ресурсите
сен сен
потребители корисници
потребители потрошувачи
потребители потрошувачите
специалност специјализирана
специалност специјалитет
специалност специјалност
самолет авионски
самолет авион
чили chilli
чили чили
чили чиле
секция рез
секция оддел
секция отсек
секция секција
предава пренесе
венецуела венецуела
патриаршия патријаршија
македонска македонско
македонска македонска
македонска македонец
македонска македонски
градина градината
градина градина
науката науката
науката наука
науката науки
ниска ниско
ниска ниски
ниска ниска
ниска низок
судан судан
дейности активности
научно научно
научно научни
научно научен
приблизително приближна
приблизително приближно
жанрове жанрови
централен централно
централен централен
централен централа
централен централна
бяха беа
бяха биле
тур тура
тур турнеја
тур тур
тур обиколка
дел дел
дел del
изисква побарува
изисква бара
ученици студенти
ученици ученици
ученици студентите
номинации номинациите
номинации номинации
номинации кандидатури
австрийски австрискиот
австрийски австриски
австрийски австриска
австрийски австриско
санта санта
важен важна
важен битно
важен важно
важен битен
важен важни
избира избира
избира бира
избира одбира
ернст ернст
вестници весник
вестници весници
вестници хартии
вестници документи
вестници трудови
решения одлуки
решения одлуките
решения решенија
насау насо
марко марко
клетки клетки
клетки ќелии
клетки кафези
бозайник цицач
бозайник цицачи
необходимо неопходни
необходимо неопходно
необходимо неопходна
необходимо потребно
сваляне симнување
сваляне преземи
промишленост индустрија
агенция агенција
учители учители
учители наставниците
учители наставници
карти карти
карти картички
карти мапи
карти мапите
карти maps
кино киното
кино кино
лицето соочи
лицето свртено
лицето лице
киселина киселина
оставя листови
оставя лисјата
оставя остава
оставя лисја
традиция традицијата
традиция традиција
инструмент инструмент
инструмент инструментот
инструмент алатка
инструмент алат
битоля битола
битоля bitola
градче град
градче градче
слабо слабо
слабо слаби
слабо слаба
слабо слаб
свързан поврзани
свързан поврзано
свързан поврзан
паметници споменици
модели модели
модели манекенки
северозапад северозападна
северозапад северозападно
северозапад северозапад
летище аеродром
уилямс вилијамс
природа природа
природа природата
мисията мисија
мисията мисијата
събитие настан
събитие настанот
финландия финска
франц франц
островите острови
версии верзии
монтана монтана
милано milan
милано милано
милано милан
парламента парламентот
парламента парламент
дължи должи
сценарий сценарио
сценарий скрипта
шарл чарлс
шарл шарл
сръбска српска
сръбска српски
оръжия оружје
оръжия оружја
оръжия пиштоли
оръжия пушки
инженер инжинер
инженер инженер
увеличава зголемувања
увеличава зголемува
диалект дијалект
тежки тешка
тежки тежок
тежки тешки
тежки тешкото
враца враца
нос кејп
нос наметка
нос нос
международна international
международна меѓународна
международна интернационална
международна меѓународни
международна меѓународен
горно горно
нобелова нобеловата
нобелова нобел
прага прага
британска британски
британска британска
британска британскиот
черни црн
черни црна
черни црно
черни црни
черни црнец
картата мап
картата карта
картата мапа
картата мапата
труда труд
търсене пребарување
търсене барај
процеси судења
процеси процеси
предложение понудата
предложение понуда
предложение понуди
предложение сугестија
предложение предлог
предложение предлогот
директно direct
директно директни
директно директна
директно директен
директно дирекно
директно директно
затвора затвор
надпис насловот
конкурс конкуренција
конкурс конкурс
конкурс натпреварување
конкурс натпревар
личен лично
личен личен
личен личното
личен лична
личен приватно
личен приватен
личен приватна
личен приватни
рудолф рудолф
разделя одделува
разделя одвојува
разстояние оддалеченост
разстояние растојание
разстояние далечина
червено црвен
червено црвена
червено црвено
червено црвени
византийски византиски
византийски византиска
операции операции
операции трансакции
удар влијанието
удар влијание
удар удар
приятели пријатели
приложение апликацијата
приложение примена
приложение апликација
приложение анекс
външна надворешен
външна надворешно
външна надворешни
външна надворешна
думите зборови
представяне пријава
представяне поднесување
представяне презентација
демократична демократски
демократична демократска
херман херман
климат клима
останки останува
останки остатоци
пълна полни
пълна целосна
пълна полна
пълна полн
пълна комплетен
пълна комплетна
пълна завршено
различен различен
различен различно
различен поинакво
различен различна
различен поинаку
различен поинаков
теодор теодор
осъден осудена
осъден осуден
осъден осудени
осъден осуди
уязвим ранлив
уязвим ранливи
уязвим ранлива
съдове контејнери
съдове бродови
съдове садови
съдове јадења
съдове чинии
неделя недела
иначе инаку
иначе иначе
спечели победи
спечели победуваат
спечели победа
спечели добиена
спечели освои
спечели победија
спечели освоено
годишно годишно
годишно годишен
годишно годишна
връзката поврзување
дела дела
услуги сервиси
услуги услуги
услуги служби
услуги служба
услуги сервис
услуги услуга
теорията теорија
направен направи
направен направени
направен направен
направен made
мерки мерки
качеството квалитетно
качеството квалитет
граници граници
граници ограничувања
жертви жртви
жертви жртва
сицилия сицилија
древна древни
древна древно
древна античка
древна древна
древна антички
опити судења
опити обиди
опити експерименти
пада паѓа
пада фолс
пада водопади
графиня грофицата
стивън стивен
ръцете раце
ръцете рацете
любовта љубов
любовта љубовта
местен локален
местен локално
местен локални
местен локална
нужда треба
нужда потреба
перник перник
махала кварт
махала соседство
махала маало
орбита орбита
орбита орбитата
пирин пирин
музикална музички
музикална музичка
музикална мјузикл
музикална музичко
североизточна североисточна
североизточна североисточно
североизточна северозапад
североизточна североисток
концерт концерт
концерт концертот
четвърти четврто
четвърти четвртата
четвърти четвртото
четвърти четвртиот
четвърти четврти
четвърти четврта
барабани тапан
барабани тапани
въоръжение поставеност
въоръжение вооружување
въоръжение наоружување
определят дефинира
желание желба
желание посакувам
желание посакуваат
мъж машко
мъж машки
мъж маж
мъж чоек
мъж човек
мъж мен
мъж човекот
въоръжена вооружена
въоръжена наоружан
въоръжена вооружени
въоръжена вооружен
наши наша
наши наше
наши нашиве
наши наш
споразумение договор
споразумение аранжманот
споразумение аранжман
еквадор еквадор
баден баден
казахстан казахстан
трима тројца
трима три
трима тројка
евреи евреите
евреи евреи
правилата правила
реал вистински
реал реално
реал вистинско
реал вистинска
реал реална
реал реал
добрич добрич
избрани одбрани
избрани избрани
избрани избран
избрани избрано
избрани избрана
избрани одбрано
шотландия шкотска
каролина каролина
софтуер софтвер
помощник помошничка
помощник асистент
помощник помошник
смит смит
освободен пуштен
освободен пуштени
освободен ослободен
освободен ослободено
пазарджик одеса
командване команда
командване наредба
допълнително понатамошно
допълнително дополнително
допълнително дополнителни
допълнително дополнителна
допълнително додатни
допълнително дополнителен
допълнително екстра
наем изнајмување
наем кирија
наем наем
запазва задржува
състезание трка
състезание раса
състезание конкуренција
състезание конкурс
състезание натпреварување
състезание натпревар
тенис тенис
тенис тениски
тенис тенисот
тенис тениско
уелс велс
уелс бунари
свири пушти
свири играј
свири свири
атанасов атанасов
североизток североисточно
североизток северозапад
североизток североисток
окончателно final
окончателно финална
окончателно конечен
окончателно конечна
окончателно дефинитивниот
окончателно дефинитивен
албрехт албрехт
горе горе
националност националност
източен источна
източен источни
източен источно
източен источен
тежко тешка
тежко тежок
тежко тешки
тежко тешкото
следи траки
следи траги
следи трагови
съществуването егзистенција
съществуването постоење
популярност популарност
архитект архитект
ръководство прирачник
ръководство упатство
ръководство рачно
ръководство рачна
ръководство водич
събират собираат
събират собирам
събират соберете
ефект ефект
ефект ефекти
криза криза
задача задача
задача задачата
основано основана
основано основани
основано основано
основано основан
клон огранок
клон гранче
клон гранка
клон филијала
принуден принуден
принуден присилена
принуден присилени
принуден принудени
принуден присилен
трето трето
трето трета
трето трет
трето трети
трето третиот
конференция конференција
конференция конференции
ранни рано
ранни ран
истанбул istanbul
истанбул истанбул
предаване пренос
предаване трансмисија
баба прабаба
баба баба
баба baba
баба бабата
баба бабичка
баба бабо
съдържат содржат
барселона барселона
сергей сергеј
лечение третман
лечение лекување
лечение исцелување
лечение лековита
лечение лечење
продукт продукт
продукт производ
повърхност површина
повърхност површината
качване прикачи
мала mala
опера оперски
опера опера
изграждане градба
изграждане зграда
изграждане градење
изграждане изградбата
изграждане градежништво
изграждане конструкција
изграждане изградба
изграждане изгради
изграждане градиме
социални социјална
социални социјално
социални општествени
бяло бело
бяло бели
бяло бел
бяло бела
бяло вајт
професионален професионална
професионален професионален
професионален професионални
професионален професионално
професионален professional
професионален професионалец
професионални професионална
професионални професионален
професионални професионални
професионални професионално
професионални professional
професионални професионалец
почетен почесен
почетен почестен
почетен почестена
почетен почитувани
